Age,Annual_Income,Total_Purchases,Average_Ticket,Total_Spending,Loyalty_Points,Website_Visits,Days_Since_Last_Purchase,Online_Purchases
49,39256,25,102.16,3197.51,9086,218,79,22
36,25256,20,43.56,50.0,1821,189,128,19
43,45793,25,216.79,4710.84,11174,255,83,24
27,30931,9,177.28,2040.41,4228,86,309,6
33,58426,19,466.82,8279.29,21556,139,213,11
41,26086,14,114.49,1786.96,3214,103,181,12
35,63718,31,357.36,11339.27,30488,172,68,14
51,27272,8,75.28,1571.89,5763,22,230,4
43,66527,23,541.87,12620.87,33569,131,171,15
40,34231,27,122.74,3072.58,8187,268,89,25
18,29247,13,105.52,1865.12,5751,100,241,9
36,19689,8,91.65,1537.64,5889,5,349,2
34,46659,14,296.94,4137.55,10194,33,155,6
26,27700,4,110.78,209.01,37,31,320,5
31,38448,23,152.04,3377.03,8831,174,142,19
30,53446,24,303.3,8431.38,20616,89,178,13
51,18000,16,30.21,463.33,1388,101,206,12
35,37485,15,193.93,2269.37,6934,119,195,15
53,44048,20,285.85,7049.98,17306,72,88,7
33,35786,17,192.2,2255.42,4625,130,177,15
36,36169,20,155.44,3959.35,10385,156,208,17
28,28685,19,112.36,3192.4,8054,166,267,15
41,64833,20,342.9,6788.66,17914,88,192,12
39,94173,37,654.93,23662.23,59676,211,38,22
40,44901,11,218.52,2641.94,6748,27,265,2
33,53348,23,376.77,9261.47,26176,58,120,7
33,54989,15,360.13,4779.98,11762,110,137,7
56,50477,29,378.4,10415.13,28133,125,25,14
46,40132,13,231.09,2819.36,7664,64,268,10
49,39768,16,280.84,4023.75,10390,108,135,9
41,69419,9,512.28,5866.72,15108,92,294,12
67,44018,17,260.83,4476.86,10743,74,225,5
35,59855,13,312.85,3643.68,9883,42,267,3
49,51850,20,342.59,5668.9,14789,95,181,8
50,88739,30,716.58,21883.99,54345,215,58,23
49,60818,33,480.21,15719.8,42710,269,2,23
21,35246,21,116.44,2219.14,5720,210,141,20
49,63132,21,526.51,10759.8,28228,166,164,17
59,33317,11,67.72,812.07,1638,101,237,12
55,58076,25,351.17,8885.63,23006,193,82,16
24,36025,13,222.43,3318.36,8593,115,241,11
54,54663,7,242.75,1971.33,6113,60,350,3
59,84451,23,568.34,13712.52,34678,193,168,17
30,56097,18,382.88,6367.34,16431,125,184,11
43,34055,20,151.23,3475.63,9457,126,183,15
34,24574,9,58.72,968.38,2302,116,262,11
52,56767,12,466.68,6192.99,16261,51,290,6
49,25364,19,122.52,1763.66,6580,204,196,19
43,32345,11,142.09,1800.61,5438,17,249,7
44,36592,10,174.82,2374.03,6131,125,259,9
42,43417,7,242.41,2755.23,6759,54,267,3
57,71102,20,550.4,11040.47,28806,107,192,10
45,44288,11,278.13,2878.11,7815,66,170,5
31,54180,15,342.03,5117.66,12940,71,221,10
23,34977,20,201.05,3879.15,9815,146,114,17
34,24054,10,89.86,1339.73,2432,5,260,4
26,33368,22,173.74,4379.3,10731,176,146,20
22,32354,16,156.01,2889.13,7067,112,166,11
33,39784,18,176.95,3594.92,8137,149,130,13
27,25130,18,62.86,1150.9,5072,160,169,14
18,38328,14,181.4,2126.31,8312,89,222,9
30,38193,17,191.9,3457.15,10697,168,215,16
44,19993,18,58.06,545.86,1109,159,178,15
42,55873,18,330.39,6349.94,19083,103,174,9
36,25794,7,74.14,431.84,2511,5,260,2
30,18000,3,56.01,50.0,0,6,354,0
48,31299,17,114.47,2244.8,6530,120,212,16
38,72108,19,513.19,8759.22,23290,123,199,12
25,38447,18,251.76,4298.91,13872,168,162,15
46,64414,25,487.5,12061.95,29525,216,120,21
46,33014,4,139.44,335.12,1860,5,343,2
43,46172,11,197.17,2476.93,6138,76,270,7
60,66017,22,510.98,10246.91,25555,211,87,18
38,48527,15,160.5,2689.99,8051,98,166,13
24,54591,19,319.9,6316.7,15929,72,141,7
24,22452,11,75.84,654.58,3401,116,351,10
46,50673,22,353.47,7253.76,17900,124,169,11
29,33231,17,152.23,2712.34,7349,152,165,16
55,42199,5,268.84,583.49,3727,51,279,3
46,37296,13,212.3,4152.87,9553,87,268,6
29,20712,19,94.9,1487.04,4185,151,189,13
38,36414,20,222.5,3900.32,9136,129,180,17
37,32965,19,208.54,3145.2,7425,117,149,9
43,59011,15,412.08,6373.69,15365,109,273,12
47,61512,20,461.49,8459.68,21890,71,94,6
36,54817,13,302.32,4585.26,12423,70,217,6
35,77904,18,592.02,10581.0,26568,145,190,14
40,61638,23,501.19,11441.09,26815,166,118,19
55,91680,30,707.77,21713.58,55008,188,92,22
37,21088,15,69.62,579.49,3424,105,180,11
18,43158,3,206.62,422.88,3977,13,362,4
31,47875,22,456.97,10712.27,27447,151,81,17
38,92154,28,639.04,17911.24,44204,206,115,21
47,28830,16,106.35,1749.57,5856,160,168,17
60,48027,18,279.64,4070.19,10461,95,188,10
34,23862,11,78.77,374.55,1759,68,261,8
32,56644,21,339.26,7919.24,20159,89,123,12
41,35527,17,171.14,3363.28,9602,160,173,15
42,79971,26,580.23,14758.64,38129,222,96,19
36,30991,18,143.39,3213.9,9052,157,191,17
65,47708,20,293.62,5585.47,13647,140,165,12
37,35718,2,207.66,566.05,1094,5,379,2
35,44240,19,289.04,5381.55,13599,86,175,11
34,36071,22,152.49,3203.48,9009,177,94,20
65,34822,5,162.17,1011.58,1662,5,314,1
41,48366,18,273.25,5516.61,16061,81,204,7
21,56877,28,330.58,9980.58,24211,181,91,13
47,39716,22,215.18,4069.0,9479,198,128,20
46,33728,18,97.7,2745.03,10241,141,219,16
41,45985,21,251.58,4781.79,12013,114,143,12
46,64978,22,474.43,11201.26,27491,194,147,15
41,18000,7,30.0,1064.96,4296,5,240,5
30,45606,24,264.12,6775.09,14660,118,135,12
24,28058,17,162.41,3116.04,7665,112,210,14
34,67192,26,484.82,13812.36,34437,83,118,8
42,53569,19,362.84,6676.91,17941,96,142,8
48,24667,10,106.68,1225.07,3950,29,325,4
63,36781,13,222.61,4513.75,10266,38,267,5
50,57944,17,445.39,7230.15,18801,124,168,11
44,35303,12,214.85,1952.01,4037,83,196,8
47,99545,21,688.92,13727.06,34292,189,191,17
43,37046,17,132.91,2039.87,5500,134,147,14
44,52332,26,270.62,6508.93,17678,158,146,13
53,48714,20,291.59,6281.5,15595,178,138,19
43,73227,29,559.65,16234.49,42158,203,92,21
24,42306,16,190.54,3023.85,8557,117,202,11
38,18266,14,83.8,1047.2,2787,90,209,10
24,35281,16,174.01,3041.25,8565,165,257,18
36,54165,17,363.68,6528.59,15831,87,167,5
27,23564,16,139.24,3175.48,6974,126,214,12
29,42973,21,276.31,4701.61,8881,59,117,9
25,36928,10,160.96,909.11,3571,82,249,6
18,31946,6,148.54,1009.09,1699,7,268,0
42,26129,17,50.61,577.71,934,162,212,16
42,35518,15,197.76,2397.57,7410,166,205,16
37,30622,5,155.83,116.86,0,33,367,2
50,33710,9,161.21,2504.53,5883,44,211,8
29,34578,22,186.61,4137.49,10617,215,173,22
32,37340,17,235.46,5228.62,13625,91,219,11
62,47411,12,323.25,5114.17,12839,110,232,9
41,58451,23,473.24,11252.36,30701,200,67,18
27,24110,15,99.54,1410.81,5519,139,234,13
26,26108,9,154.62,1680.53,4552,42,254,6
37,97698,29,716.43,20634.49,54351,167,107,19
18,44979,11,192.75,2231.87,6570,106,275,9
36,30270,27,250.12,6673.08,15639,186,39,18
43,35707,12,158.27,3161.76,8034,59,266,9
36,34074,23,234.5,6005.91,14807,76,114,8
48,54771,23,432.01,9461.71,25174,206,210,17
45,70522,22,513.3,12008.01,29607,126,100,17
29,29775,6,91.09,50.0,460,16,317,0
32,32042,18,161.66,3542.67,9725,97,112,15
42,40635,14,233.2,3526.8,11942,70,262,6
40,66775,19,411.97,7478.72,18586,84,187,10
41,18000,19,85.33,1661.04,4559,177,119,17
25,45518,23,301.78,8133.97,20542,167,160,21
21,29792,16,196.22,2421.38,6200,125,222,13
30,21570,8,43.25,1206.33,4020,53,268,3
56,19077,16,127.19,2429.99,5998,120,247,10
54,44072,9,229.5,2955.86,9528,26,278,5
35,53882,19,407.91,7070.25,18233,93,146,9
25,19469,10,72.9,1046.71,2320,17,244,5
48,50338,23,272.81,5648.95,14140,61,179,10
31,29169,11,152.67,1707.02,4054,98,304,9
29,28665,13,199.69,1711.28,4072,78,254,11
25,32315,23,164.21,3358.55,9259,181,159,19
38,28115,9,83.77,699.69,56,78,227,6
33,27774,18,117.97,2346.45,7184,131,161,19
18,46512,16,241.8,3596.52,8610,154,137,16
31,31163,14,122.98,1177.72,4851,145,186,13
51,45818,14,223.45,2133.18,5688,92,176,7
43,108925,16,683.24,10252.2,26499,126,163,12
36,47180,16,355.1,5696.25,16026,66,168,6
30,36918,18,205.3,4320.63,10777,148,150,16
39,62270,19,472.94,8227.52,21370,141,151,14
39,50196,8,276.63,2064.21,5597,20,266,3
45,19028,7,57.39,899.15,1698,46,262,5
32,35833,15,187.43,2183.73,7847,109,254,12
19,38291,9,146.98,1096.54,4566,5,285,2
31,29710,19,125.89,3791.87,9822,141,173,16
50,55051,17,455.91,7383.43,18450,131,182,13
45,76020,18,570.03,10407.35,26381,100,196,11
32,36170,22,162.07,4117.76,13899,206,107,20
40,94941,19,685.98,13026.94,32603,134,142,15
37,43804,10,218.91,2116.26,5684,37,249,5
34,46353,15,213.83,3313.88,9531,96,193,8
48,85162,26,629.25,15515.2,39751,138,65,17
47,77794,21,563.46,11767.45,29959,138,142,14
40,44332,23,203.29,5194.77,12978,247,104,21
20,22206,12,95.91,1011.19,3177,127,291,13
33,53790,4,277.11,1000.82,2152,56,359,3
35,48870,10,183.72,1222.77,3859,58,256,2
29,41812,16,274.34,4348.18,11300,133,217,14
25,26798,19,88.06,757.93,1711,193,169,20
51,43837,17,388.01,6468.49,15140,110,229,9
58,67895,26,404.68,10300.42,26793,124,109,12
49,52845,21,437.44,9091.84,23119,113,156,12
25,91606,23,630.5,14180.73,37815,144,177,14
25,54462,19,445.43,8449.88,23517,138,130,15
48,44139,20,187.73,3862.47,9276,133,182,17
27,20648,18,138.1,3385.94,9933,172,239,16
61,74059,20,611.0,12469.01,30545,162,167,13
47,41662,13,241.13,3817.84,11035,108,265,8
22,40936,12,179.24,2484.47,5172,73,218,8
22,42365,22,188.17,4225.13,10461,171,148,19
38,44103,23,235.16,5224.89,13508,184,115,19
28,39465,10,239.53,1686.61,3962,18,327,2
57,62344,19,386.99,7804.58,17486,93,242,8
48,33888,17,154.29,2831.68,7377,189,176,16
53,71547,19,564.07,10678.75,26599,111,202,11
30,32114,8,143.46,991.17,780,58,196,6
45,27994,11,158.65,745.13,3787,87,281,10
34,40177,14,138.57,2615.26,6187,130,238,11
18,44812,13,248.3,2870.67,8726,26,190,6
33,47913,8,194.34,1367.72,4561,64,313,4
44,41391,28,170.0,3701.34,9328,259,106,23
40,31828,3,117.79,893.39,2522,34,338,3
37,28870,14,146.2,3019.43,10034,123,239,10
26,27709,20,147.3,3057.08,7892,132,146,16
44,49312,15,344.53,4636.39,15371,89,232,9
42,88511,33,621.17,20507.95,49838,224,56,23
48,62484,20,345.17,6722.29,17703,153,180,10
27,23861,8,60.44,1073.85,2293,35,227,2
29,34356,13,167.87,2599.7,6516,132,269,13
18,36543,7,171.63,2132.93,7591,51,297,2
31,89796,29,624.65,17678.89,47246,196,48,19
45,40978,25,254.84,5638.51,12869,90,108,9
48,43779,25,190.85,4522.14,12912,212,173,22
36,91869,37,660.2,23794.71,63245,246,12,22
47,68028,15,364.5,5334.61,12514,79,212,10
32,49245,24,291.37,7638.04,21348,102,142,10
48,41193,8,143.36,1033.13,5133,23,252,4
43,23073,14,55.43,905.27,3759,119,242,11
54,76647,29,542.35,15003.08,39369,200,84,17
48,33613,15,130.45,1409.85,4152,160,206,15
27,25323,18,131.08,2134.47,6479,113,109,11
26,38394,15,153.32,2384.8,6519,112,142,13
23,62524,29,346.27,10431.5,26112,142,44,13
57,59757,5,291.06,1147.49,4640,32,299,2
26,29897,16,159.85,2163.71,4063,148,227,15
33,32433,6,124.03,317.51,0,68,291,4
21,30820,15,148.05,2654.81,9209,156,226,15
39,45062,10,280.77,3298.64,7833,51,247,6
48,48192,17,337.93,5449.87,12294,45,208,6
51,25297,14,41.34,550.67,3610,47,213,5
43,48540,16,325.15,5623.73,15714,78,215,9
33,55176,5,229.49,1814.21,5381,31,277,0
44,45525,15,286.85,4541.74,11399,73,260,8
49,104904,26,696.2,18115.49,44866,143,48,16
32,31215,21,106.11,1506.19,4393,195,109,20
58,36856,18,153.89,2946.58,6025,183,133,16
34,30794,14,118.03,1384.44,3144,158,244,16
61,32409,10,192.12,2463.93,7939,96,336,7
52,23624,16,40.41,1342.97,3869,139,210,14
37,29436,6,95.2,741.68,1492,5,353,2
52,46613,19,334.88,5277.5,15122,76,170,7
36,59168,17,341.79,5671.33,15944,104,173,8
56,87920,13,594.66,7246.28,21430,127,233,11
36,39147,6,188.31,1010.56,3202,5,273,0
53,53909,29,296.94,8140.66,20837,139,98,12
22,37903,13,144.62,818.35,1547,69,246,9
24,40152,16,234.95,3232.69,8762,117,194,13
22,33030,17,143.09,2227.31,3636,133,169,17
36,45543,12,257.59,2960.85,7576,51,202,7
49,62917,20,522.57,11604.24,26281,140,166,15
32,80806,20,599.09,12413.3,32044,157,164,14
41,18035,19,86.79,2120.39,6718,170,182,18
38,79904,23,582.0,13927.63,35404,154,156,14
32,27075,17,146.01,2019.36,4236,149,239,13
38,46412,10,215.57,2879.73,8253,29,246,8
18,22883,14,130.46,2534.49,5498,148,271,15
33,53767,21,398.14,8870.2,23163,134,180,13
31,18000,10,128.88,1238.2,4258,103,225,9
22,58141,4,405.36,1925.92,4492,59,309,5
54,33729,8,136.22,1307.46,1655,62,232,5
32,38496,11,222.66,2609.75,7200,94,239,10
34,59882,10,341.14,3656.18,9275,41,237,6
32,38224,17,211.82,2881.92,8177,182,208,18
38,28805,24,137.45,3307.28,9240,249,84,24
39,109486,25,692.49,17710.03,45368,215,95,23
33,69858,18,585.49,11020.73,27883,96,168,14
38,33171,17,191.15,2981.34,8602,130,240,14
21,37957,13,154.03,1877.33,6710,78,225,8
20,45151,8,232.49,2368.85,4589,96,383,9
36,28994,22,72.59,1124.75,2857,140,129,16
41,55773,6,275.3,2105.32,5164,29,262,4
44,27377,15,137.31,3196.75,9788,191,214,17
24,30714,17,141.72,2216.37,6874,138,103,12
28,26084,9,206.81,1518.95,3327,51,235,5
50,75807,29,549.73,15735.78,41198,150,77,18
49,65815,22,490.63,10569.48,27110,168,154,17
27,29727,22,76.41,1424.7,2922,139,151,17
40,54675,22,438.38,9479.21,24668,150,116,17
34,86762,28,649.57,18505.98,45658,238,75,26
38,64090,12,540.82,7012.87,16087,86,254,7
27,30775,13,133.58,2908.08,7042,94,299,6
23,37720,20,167.86,3767.3,12103,155,174,18
55,35265,18,203.72,4128.98,11014,180,189,15
46,33669,23,156.1,3624.07,8076,213,120,21
60,50776,17,333.65,5927.06,15697,100,232,7
52,38310,15,171.52,2417.19,5870,130,233,14
18,34203,16,154.46,2610.79,3648,140,197,14
38,43939,7,230.13,730.21,2288,38,300,0
42,40702,17,140.36,1833.89,5021,149,234,14
47,54313,11,251.55,3032.92,6909,71,263,3
30,36223,28,201.98,5957.2,15258,201,92,22
26,38586,10,229.38,2190.53,5461,62,246,6
46,42216,9,220.78,1244.56,2667,60,317,7
24,41681,13,207.64,2670.41,7745,41,235,5
30,29875,20,177.86,4109.01,10747,154,120,20
18,33378,9,135.29,1185.51,3385,27,304,4
26,30433,21,134.93,3215.5,9857,182,181,19
41,35696,14,87.22,772.16,2573,145,192,14
32,41792,14,214.71,2935.77,6307,141,237,12
33,19162,15,89.36,1399.58,4481,108,224,10
30,34613,17,168.96,2348.43,4440,130,232,15
46,31091,21,77.53,1214.26,3351,175,178,20
50,89175,23,605.36,14128.51,34650,157,153,14
35,61455,25,482.0,10839.53,28767,168,53,15
36,32659,22,174.6,3357.34,9904,193,154,18
40,65975,18,478.19,8007.93,21998,167,206,15
38,48048,22,303.02,6536.31,19080,90,103,9
41,20552,8,56.71,905.63,0,30,272,5
31,54101,6,283.99,1466.43,3179,40,289,2
35,41429,19,257.59,5181.24,12648,125,172,9
58,29596,20,130.38,1603.67,4237,190,167,21
39,45267,14,191.57,2759.14,6134,143,223,13
38,45454,11,320.8,2873.61,8890,62,223,5
34,20916,20,49.76,1442.18,3186,183,226,20
63,18000,10,30.0,1469.63,3449,55,183,5
65,35063,11,189.83,2002.9,6211,70,239,5
38,40772,17,310.74,6155.77,14239,81,179,9
28,33311,17,141.79,1805.88,3349,131,201,14
52,53501,25,269.8,6267.95,16351,105,80,9
52,93772,23,665.08,14766.68,39064,145,88,17
37,87482,29,559.24,16703.7,43823,188,103,20
49,93286,17,634.46,10165.99,24049,140,210,15
28,28154,14,114.3,1574.83,5246,127,194,14
43,48039,17,244.11,3049.88,6140,94,224,8
23,30643,14,202.18,2752.43,9830,77,230,8
25,40910,23,164.43,3340.54,9648,225,148,20
46,34240,20,183.27,3445.47,9875,219,141,21
39,38351,24,216.89,5527.11,14027,102,128,11
43,26936,13,112.18,905.42,3149,73,192,8
20,32852,21,143.96,2531.94,7757,180,233,18
52,26078,21,97.92,2158.35,2705,139,120,19
41,34671,22,114.58,2514.34,7710,165,114,19
38,53600,26,396.97,10434.38,25795,175,106,17
38,45112,7,203.31,879.76,1564,27,303,0
20,38893,11,157.07,1535.16,6553,102,319,10
53,32000,9,38.49,964.23,2681,58,280,8
44,61466,24,440.48,10640.62,24717,165,117,17
40,62246,18,399.94,7241.46,19950,106,85,8
36,25757,13,65.27,2045.59,5979,38,269,9
33,34397,19,213.41,4577.25,9921,157,151,16
39,64587,25,410.05,10497.63,24194,158,77,13
51,50760,8,382.34,3731.93,9717,12,305,1
48,49766,19,429.21,8234.52,20235,135,148,14
34,25439,19,116.5,2474.63,5716,148,139,18
47,34863,21,257.07,4567.43,11721,99,135,8
46,56774,23,356.88,7157.72,16015,117,177,9
35,18000,10,49.41,50.0,456,98,261,9
25,45938,10,176.5,1413.74,4301,49,245,5
49,58122,19,384.67,8142.2,18753,56,218,10
26,42998,22,191.45,4062.04,10429,203,137,22
44,42947,22,366.51,7552.17,18918,181,122,17
44,19509,4,111.05,1075.77,2956,8,390,0
26,42063,23,190.03,5318.18,11695,213,41,23
40,41889,20,277.22,5525.43,12519,99,104,11
40,67664,23,545.0,12657.59,31499,145,241,16
39,50361,9,265.3,3298.85,8202,60,254,7
48,70336,23,632.83,14855.12,37286,175,161,18
48,56028,20,437.84,7841.12,18216,177,148,17
27,24016,12,156.14,1278.45,5102,26,162,7
50,46221,22,298.26,7261.27,18255,139,160,9
20,35942,14,219.71,4149.38,9857,103,190,12
38,64866,26,502.9,13881.81,36162,146,121,16
59,47458,15,280.94,4954.79,13243,99,284,9
38,56468,17,340.31,6419.87,17319,88,196,8
66,36052,19,376.39,6019.97,15621,150,185,14
31,28342,15,138.97,2452.57,4777,110,181,10
46,69040,22,516.14,11139.3,29756,172,155,17
18,42375,20,181.95,3695.08,7138,186,176,14
39,56746,27,454.14,12119.72,30997,195,51,19
29,33804,20,220.71,3954.97,10099,172,242,16
30,33394,20,188.35,4654.15,13729,169,183,17
24,25541,13,118.67,1022.17,2875,144,202,12
24,18254,12,88.4,678.51,0,116,233,11
29,31943,18,184.68,3433.33,9277,139,180,18
59,55065,19,379.67,6548.23,17123,116,211,11
54,50806,14,366.48,5090.91,13503,59,276,4
40,76794,21,611.07,12695.98,33109,146,193,16
38,60643,26,537.96,14241.77,35179,176,92,17
62,30758,7,126.68,838.52,662,32,315,4
29,26844,14,105.0,1114.39,1349,130,238,12
44,50931,16,300.95,4482.17,10755,85,195,8
37,36451,9,175.26,2484.86,6576,44,307,5
49,27669,16,116.57,2036.16,5650,109,135,14
40,40322,17,246.12,3248.26,11265,89,167,8
46,69862,28,547.7,15277.62,37494,226,68,24
46,41109,16,256.36,4191.89,12491,128,162,15
34,45573,11,371.02,3717.55,13595,52,229,6
22,18000,9,55.54,50.0,0,69,332,6
36,40404,10,150.02,1243.4,4837,56,296,3
22,30473,16,82.75,1678.77,4413,124,226,14
25,36881,24,197.08,4749.31,10440,176,122,21
38,34930,22,158.3,3419.51,9952,164,172,17
47,68537,18,556.12,9298.23,21402,78,239,10
47,49291,21,395.46,7669.45,18860,79,161,10
39,93558,28,662.51,18115.25,43815,245,68,21
26,37476,24,131.2,3167.95,8772,211,102,24
28,34063,17,116.33,1283.77,2927,177,201,16
50,38791,23,190.39,4142.42,9288,242,133,21
36,22899,10,131.63,1296.07,4382,84,221,9
45,47415,17,288.32,5269.17,12307,86,213,9
30,18000,6,63.81,133.99,0,43,333,5
62,73258,30,496.36,14286.44,36562,226,50,20
47,22410,7,109.7,625.79,657,70,352,7
45,33174,10,89.72,97.2,306,80,276,4
37,20828,14,116.69,2155.94,6720,70,240,12
51,28813,16,139.9,2188.87,6854,137,255,14
22,38896,15,170.75,2567.69,5584,98,198,7
45,43160,11,205.51,2319.36,6993,65,219,6
51,81849,20,589.33,11105.16,27788,140,228,16
39,40010,21,148.23,3423.99,10134,206,143,21
40,30666,9,162.97,1925.58,3359,38,328,5
42,24948,21,99.25,1957.64,3755,147,63,19
20,30100,22,121.73,2110.7,3338,188,187,19
42,38264,18,106.32,2001.38,4821,157,196,16
34,33446,19,200.2,3827.93,10403,54,148,6
39,29398,10,109.32,1291.93,4452,94,285,4
45,26605,14,182.01,2851.51,6070,133,186,14
38,45807,19,233.51,4370.44,11231,140,160,11
38,21272,19,42.02,291.33,0,106,127,13
51,81867,20,580.48,11937.28,30042,134,181,16
22,34952,24,134.5,3020.15,5988,215,106,21
38,25797,17,94.56,695.19,2368,136,154,16
24,46276,6,201.77,479.53,3529,38,334,3
25,29754,29,106.77,3534.75,10540,232,107,26
34,43352,22,204.95,4438.94,10968,229,184,20
47,71200,20,547.23,10000.38,25084,133,231,13
31,43843,22,227.51,5404.21,14371,140,135,18
57,29775,7,113.17,50.0,0,28,247,2
21,42257,15,214.22,3438.69,8768,115,252,13
54,47107,17,402.3,6410.85,17011,131,185,13
32,22860,23,90.39,1290.78,6190,206,179,20
46,48006,25,268.13,8121.21,21921,96,131,11
44,69116,21,356.72,6919.84,18605,140,160,11
60,59547,20,396.94,8551.63,22434,64,165,7
42,25516,18,78.08,971.46,2202,185,226,18
32,41774,13,272.79,3896.93,9914,133,222,11
24,21243,13,60.26,1017.92,3015,112,266,11
53,64451,19,464.13,8716.98,23432,169,125,17
42,62363,24,368.01,8133.19,19683,88,94,9
41,70894,20,481.15,9431.07,23423,174,145,17
46,40725,23,222.69,4684.09,11806,111,131,7
46,25847,15,135.67,2214.45,4675,121,160,14
37,66155,22,413.22,9049.47,23839,109,147,9
37,42059,23,329.9,6988.53,18611,152,97,15
49,47724,21,281.22,5824.04,15041,114,131,10
43,35030,9,137.88,1415.31,2229,70,347,6
44,43263,23,405.01,9575.89,24622,197,93,18
28,22825,13,30.0,97.83,0,83,236,11
39,35508,12,161.41,1492.11,3896,96,255,12
37,77093,15,615.93,9778.7,23213,117,194,12
39,47357,12,210.1,2074.19,6897,55,241,6
58,58516,22,326.34,6842.36,18256,148,184,12
36,48817,12,276.05,2909.12,7843,33,241,5
38,43854,23,333.07,7787.28,20041,146,119,14
44,82660,24,581.32,14200.19,35754,223,113,19
48,30212,16,191.98,2764.26,6048,74,219,7
45,44034,19,182.78,2627.65,4934,156,222,16
52,33482,9,132.02,1001.06,1388,28,247,5
29,34080,25,191.04,5175.02,12674,238,99,21
58,53841,20,398.89,7855.81,22824,63,225,8
44,66494,22,459.61,9769.79,26931,149,196,14
39,36087,21,204.26,4290.97,10161,191,175,18
60,59856,19,433.26,7420.36,18573,110,136,13
59,29847,23,134.78,3370.1,7609,212,163,21
53,29641,3,78.83,307.99,322,31,335,3
44,44342,18,202.28,3890.42,11357,134,251,13
36,28453,18,96.6,1964.42,3745,178,228,19
19,35140,8,152.12,2608.42,5005,53,229,5
25,34240,22,181.48,3111.61,10081,215,176,20
35,27684,14,89.85,916.32,3325,145,223,13
46,51407,24,308.33,6969.17,20825,124,103,11
35,39975,13,158.03,1527.89,2105,69,228,5
36,88549,18,639.6,11096.74,27692,147,202,14
50,25350,23,110.94,1245.54,4809,252,133,23
26,38666,18,168.9,2827.28,4896,155,207,15
21,33144,17,189.36,3663.37,8537,187,281,18
35,27501,9,153.35,120.66,0,65,240,6
29,39950,18,252.43,4867.84,13653,173,227,18
38,39194,19,136.12,3091.28,6448,184,181,19
40,29106,18,107.59,1649.07,2243,151,204,15
40,24006,19,86.46,1942.88,4651,182,152,17
38,69838,32,505.21,16090.05,40465,214,65,20
37,36895,1,151.44,1370.36,3462,9,372,0
37,45780,10,293.92,3185.32,6271,86,263,6
50,45129,22,296.84,6732.27,17762,47,97,8
44,52497,17,476.43,7700.66,19719,121,172,15
63,52395,24,375.26,9847.16,27303,125,174,10
37,75077,28,589.36,15817.82,40163,187,98,20
56,34298,15,160.7,2539.47,8351,103,215,12
18,39356,25,225.71,5313.01,13298,160,102,18
43,29735,21,88.6,2300.01,5664,173,143,21
34,53253,14,326.91,5091.06,12864,69,237,8
38,82172,13,568.24,6652.98,17342,95,243,10
34,34472,12,213.13,2003.86,5949,113,261,6
